brand,city,store,address,Latitude,Longitude,telephone,openhour
빽다방,서울특별시,중랑역동부시장점,"서울시 중랑구 망우로32길 14, 1층",37.5932016,127.0764153,02-432-1077,월~토 08:00 ~ 22:30일요일/공휴일 09:00 ~ 22:30
빽다방,서울특별시,중계은행사거리점,"서울시 노원구 한글비석로 235, 1층",37.6487497,127.0763296,02-932-0410,10:00 ~ 22:00아이스크림 마감 21:00
빽다방,서울특별시,종암사거리점,"서울시 성북구 종암로 132, 우림카이저팰리스 상가 111호",37.601907,127.0334836,02-998-8934,08:00 ~ 23:00
빽다방,서울특별시,종로숭인1호점,"서울시 종로구 종로 387, 1층",37.5746113,127.0201938,02-6053-0950,평일 08:00 ~ 22:00 주말 09:00 ~ 22:00
빽다방,서울특별시,종로관철점,"서울시 종로구 종로10길 21,1층",37.5689596,126.9845309,02-720-0102,평일 07:30 ~ 22:30토요일 08:30 ~22:30일요일 11:00 ~ 21:00
빽다방,서울특별시,천호역롯데점,"서울시 강동구 천호옛길 94, 1층",37.5369064,127.1260356,02-474-0410,08:00 ~ 22:00
빽다방,서울특별시,천호역로데오점,"서울시 강동구 올림픽로70길 57, 1층",37.5391272,127.126726,02-477-0066,09:00 ~ 23:00
빽다방,서울특별시,홍제삼거리점,"서울시 서대문구 통일로 426, 1층",37.5872821,126.9461813,02-732-0410,평일 08:00 ~ 21:00주말 09:00 ~ 21:00
빽다방,서울특별시,홍대입구점,"서울특별시 마포구 와우산로23길 44, 1층",37.5547481,126.9236715,02-322-2013,"평일 08:00 ~ 21:00주말, 공휴일 11:00 ~ 21:00"
빽다방,서울특별시,홍대극동방송국점,"서울시 마포구 와우산로13길 2, 1층",37.5499513,126.9228057,02-324-9790,평일 09:00 ~ 22:00주말 10:30 ~ 22:00
빽다방,서울특별시,한티역점,"서울시 강남구 도곡로 405, 1층",37.4971077999999,127.0547704,02-501-7750,08:00 ~ 22:00
빽다방,서울특별시,한양대점,"서울시 성동구 마조로 21, 1층",37.5597775,127.0408203,02-2297-3234,08:15 ~ 24:00
빽다방,서울특별시,등촌성당점,"서울특별시 강서구 공항대로41길 51, 세신그린코아 101호",37.5602256,126.8458006,02-3663-4067,08:30 ~ 22:00
빽다방,서울특별시,남대문시장점,서울시 중구 퇴계로 37,37.5584086,126.9763076,02-772-9750,평일 06:30 ~ 18:00토요일 08:00 ~ 15:00
빽다방,서울특별시,마곡역GMG점,강서구 마곡중앙6로 16 마곡지엠지타워 1층,37.5767515,126.8385166,02-3662-4246,08:00 ~ 21:00
빽다방,서울특별시,서울숲역점,서울 성동구 왕십리로 100,37.5464199,127.0448606,02-499-8242,08:00 ~ 22:00
빽다방,서울특별시,명지대점,서울특별시 서대문구 거북골로 19,37.5802852,126.9252501,02-302-4495,10:00 ~22:00
빽다방,서울특별시,면목역점,"서울시 중랑구 겸재로 178, 1층",37.5880043,127.0872917,02-6014-5368,월~토 08:30 ~ 22:30일요일 09:30 ~ 21:00
빽다방,서울특별시,고속터미널지하점,서울시 서초구 신반포로 188 고속터미널 지하 5호매장,37.5054942,127.006719,02-594-0410,월-토 09:00 ~ 20:00일 10:00 ~ 20:00
빽다방,서울특별시,망원시장점,서울특별시 마포구 월드컵로13길 34,37.5555625,126.9082449,02-332-2740,월~토 08:00 ~ 22:00일요일 08:30 ~ 22:00
빽다방,서울특별시,신림역2호점,서울시 관악구 신림동 1641-12,37.482939,126.930123,02-882-1609,09:00 ~ 23:00 (라스트오더 22:30 )
빽다방,서울특별시,청량리역점,"서울시 동대문구 왕산로 209, 1층",37.5809354,127.0457841,02-3293-0032,월~토 08:00 ~ 22:00 (마지막 주문 21:30)일요일/공휴일 09:00 ~ 21:00 (마지막 주문 20:30)
빽다방,서울특별시,총신대입구역점,"서울시 서초구 동작대로 128, 1층",37.4878646,126.9826094,02-533-1859,평일 07:00 ~ 21:30토 08:00 ~ 21:30일 09:00 ~ 21:30
빽다방,서울특별시,신대방삼거리점,서울특별시 동작구 국사봉1길 28,37.4988392,126.9300703,02-825-5077,07:00 ~ 23:00
빽다방,서울특별시,태평로점,"서울시 중구 세종대로 82, 1층",37.5633583,126.977065,02-318-3323,07:30 ~ 19:00
분식9단,서울특별시,현대백화점 미아점,서울특별시 성북구 동소문로 315 현대백화점미아점,37.6080757,127.0288683,미등록,10:30 ~ 20:00
본가,서울특별시,일원점,서울특별시 강남구 일원로9길 64,37.4907123,127.0867524,02-445-9233,10:00 ~ 22:00
본가,서울특별시,신사점,서울특별시 서초구 신반포로47길 87,37.5141796,127.0185909,02-518-9645,11:00 ~ 23:00
본가,서울특별시,노원점,서울특별시 노원구 노해로83길 10-4,37.6556645,127.0645822,02-931-9291,11시 30분 ~ 익일 새벽 1시까지
백철판0410,서울특별시,건대역점,"서울시 광진구 동일로 22길 105, 지하1층",37.5409158,127.0698537,02-499-0410,11:30 ~ 22:00
백스비어,서울특별시,영등포역점,서울 영등포구 영중로 4길 7-1,37.5172845,126.9071525,02-3667-7200,15:00 ~ 익일 02:00
백스비어,서울특별시,신림역점,"서울시 관악구 남부순환로 1600-24, 2~3층",37.4834123,126.9291608,02-885-3346,16:00 ~ 익일 05:00
미정국수0410,서울특별시,대학로점,"서울특별시 종로구 대학로 131, 지하1층(명륜4가)",37.5833418,127.0013096,02-766-0410,09:30 ~ 23:00
미정국수0410,서울특별시,종각점,서울특별시 종로구 종로10길5 신우빌딩 1층,37.5698037,126.9845081,02-725-5300,24시간
미정국수0410,서울특별시,교대역점,서울특별시 서초구 서초대로54길 15 1층,37.4934014,127.0161069,02-583-0410,24시간  B.T (am)03:00-05:00 / (pm)15:00~16:00
미정국수0410,서울특별시,강남역점,서울특별시 서초구 서초대로77길 37 1층,37.5009564,127.0250917,02-532-4937,24시간
미정국수0410,서울특별시,신촌점,서울특별시 서대문구 연세로7안길 2 1층,37.5577105,126.9364659,02-335-3864,10:50 ~ 21:00
미정국수0410,서울특별시,홍대입구역점,서울특별시 마포구 홍익로 10 서교푸르지오상가 141~2호,37.553716,126.9236241,02-3141-0410,24시간
미정국수0410,서울특별시,구로디지털역점,서울특별시 구로구 시흥대로 577 1층,37.4843329,126.9022313,02-862-0410,24시간 (일요일 ~21:00 / 월요일 11:30~)
돌배기집,서울특별시,구로디지털역점,서울시 구로구 디지털로32길 97-3,37.48323,126.9004813,02-857-0410,오전 11:30 ~ 오전 05:00 (예약은 19:00시 까지 가능)
돌배기집,서울특별시,영등포역점,서울시 영등포구 영중로4길 6-1,37.5170692,126.9071545,02-2676-7596,12:00 ~ 22:00
구내식당,서울특별시,논현본점,서울 강남구 논현동 167-31,37.5070967,127.0242744,02-3445-7589,24시간
백's 비빔밥,서울특별시,Isu Station,서울 서초구 방배동 3001-1번지 디오슈페리움2차 103호,37.4860725,126.9826102,02-532-5496,
